entry_id,name,formula,spacegroup,crystal_structure,band_gap,is_metal,energy_above_hull,is_stable,delta_e
647362,CaInBr3,Br6Ca2In2,Cmcm,orthorhombic,3.243,False,0.0001513360000011,False,-1.7073523454495
1377987,CaTlBr3,Br6Ca2Tl2,Cmcm,orthorhombic,3.857,False,0.0,True,-1.7945622894495
14334,CdInBr3,Br12Cd4In4,Pnma,orthorhombic,2.176,False,0.0073155509999993,False,-0.990648965449502
647360,CrInBr3,Br12Cr4In4,P21/c,monoclinic,0.431,False,0.0406982823991453,False,-0.846142878949502
1368552,CsAgBr3,Ag2Br6Cs2,I4/mmm,tetragonal,0.0,True,0.0,True,-1.1268587139495
21692,CsAuBr3,Au2Br6Cs2,I4/mmm,tetragonal,0.622,False,0.0040347770000015,False,-1.0939287184495
1382739,CsBaBr3,BaBr3Cs,Pm-3m,cubic,4.163,False,0.0694892820000041,False,-2.1904840724495
1386168,CsBaBr3,BaBr3Cs,Pm-3m,cubic,4.164,False,0.0685848080000037,False,-2.1913885464495
13927,CsCaBr3,Br3CaCs,Pm-3m,cubic,4.607,False,0.0025044170000017,False,-2.1900748684495
1347179,CsCaBr3,Br3CaCs,P4mm,tetragonal,4.662,False,0.0035742790000017,False,-2.1890050064495
1899,CsCdBr3,Br6Cd2Cs2,P63/mmc,hexagonal,2.981,False,0.0,True,-1.4772321034495
24300,CsCdBr3,Br6Cd2Cs2,P63mc,hexagonal,3.008,False,0.0010791549999999,False,-1.4761529484495
1346883,CsCdBr3,Br12Cd4Cs4,Pnma,orthorhombic,2.986,False,0.0131220014999999,False,-1.4641101019495
2246,CsCrBr3,Br6Cr2Cs2,P63mc,hexagonal,0.0,True,0.0509056767333762,False,-1.3304171984495
36048,CsCuBr3,Br12Cs4Cu4,C2221,orthorhombic,0.413,False,0.0087300894999999,False,-1.1268702829495
1366840,CsCuBr3,Br6Cs2Cu2,I4/mmm,tetragonal,0.309,False,0.0,True,-1.1356003724495
22059,CsFeBr3,Br6Cs2Fe2,P21/m,monoclinic,0.0,True,0.0080102740000016,False,-1.2254673244495
1431949,CsGaBr3,Br6Cs2Ga2,Fm-3m,cubic,0.0,True,0.0942563471191431,False,-1.3476632144495
11672,CsGeBr3,Br3CsGe,R3m,trigonal,1.383,False,7.052000001506187e-06,False,-1.3270543814495
14503,CsGeBr3,Br3CsGe,Pm-3m,cubic,0.933,False,0.0149250720000013,False,-1.3121363614495
4639,CsHgBr3,Br3CsHg,Pm-3m,cubic,0.0,True,0.0378283441519744,False,-1.17758174344276
19733,CsHgBr3,Br18Cs6Hg6,C2/c,monoclinic,1.55,False,0.0050471368186444,False,-1.21036295077609
1428572,CsInBr3,Br6Cs2In2,Fm-3m,cubic,0.0,True,0.0223701030000014,False,-1.4138014324495
15499,CsMgBr3,Br6Cs2Mg2,Cmcm,orthorhombic,4.233,False,0.0023493719999998,False,-1.85803753928284
1363555,CsMgBr3,Br6Cs2Mg2,P63/mmc,hexagonal,4.23,False,0.0,True,-1.86038691128284
1476163,CsMgBr3,Br6Cs2Mg2,P63/mmc,hexagonal,4.261,False,0.0028290100000043,False,-1.857557901282836
2290,CsMnBr3,Br6Cs2Mn2,P63/mmc,hexagonal,1.314,False,0.0,True,-1.44847290420812
1443157,CsMnBr3,Br6Cs2Mn2,P63/mmc,hexagonal,0.637,False,0.0005407109999999,False,-1.44793219320812
1443156,CsNiBr3,Br6Cs2Ni2,P63/mmc,hexagonal,0.0,True,0.0,True,-1.1608645194495
5672,CsPbBr3,Br3CsPb,Pm-3m,cubic,1.751,False,0.0160686164999999,False,-1.5014014204495
19120,CsPbBr3,Br3CsPb,P4mm,tetragonal,1.853,False,0.0163700145,False,-1.5011000224495
5492,CsPbBr3,Br12Cs4Pb4,Pnma,orthorhombic,2.998,False,0.0026166635,False,-1.5148533734495
16700,CsPbBr3,Br12Cs4Pb4,Pnma,orthorhombic,2.14,False,0.0,True,-1.5174700369495
1285964,CsScBr3,Br6Cs2Sc2,P-1,triclinic,0.0,True,0.0575899049999999,False,-1.8270960964495
1285959,CsScBr3,Br6Cs2Sc2,P1,triclinic,0.0,True,0.0314877649999998,False,-1.8531982364495
1285960,CsScBr3,Br6Cs2Sc2,P63/mmc,hexagonal,0.0,True,0.0,True,-1.8846860014495
1285963,CsScBr3,Br6Cs2Sc2,P63/mmc,hexagonal,0.632,False,1.137749165999999,False,-0.746936835449501
1285962,CsScBr3,Br6Cs2Sc2,P63/mmc,hexagonal,0.0,True,1.823599999983827e-05,False,-1.8846677654495
1285961,CsScBr3,Br6Cs2Sc2,P63/mmc,hexagonal,0.0,True,1.1379748769999989,False,-0.746711124449501
1285958,CsScBr3,Br6Cs2Sc2,C2/m,monoclinic,0.0,True,0.2841629379999999,False,-1.6005230634495
1431889,CsScBr3,Br6Cs2Sc2,Pm-3m,cubic,0.0,True,0.0818443339999999,False,-1.8028416674495
2352,CsSnBr3,Br3CsSn,Pm-3m,cubic,0.721,False,0.0064380390000016,False,-1.45056354381974
1347257,CsSnBr3,Br12Cs4Sn4,Pnma,orthorhombic,2.482,False,0.0123615180000016,False,-1.44464006481974
1442616,CsSnBr3,Br6Cs2Sn2,I4/mmm,tetragonal,0.716,False,0.0055789760000015,False,-1.45142260681974
1346547,CsSrBr3,Br3CsSr,Pm-3m,cubic,4.382,False,0.0187538205000015,False,-2.2102980524495
1386036,CsSrBr3,Br3CsSr,P4mm,tetragonal,4.383,False,0.0188116585000015,False,-2.2102402144495
7461,CsTiBr3,Br6Cs2Ti2,Cmcm,orthorhombic,0.0,True,0.0217158119609839,False,-1.59853291720675
645569,CsTiBr3,Br6Cs2Ti2,P63/mmc,hexagonal,0.0,True,0.0219834869609838,False,-1.59826524220675
1428601,CsTlBr3,Br6Cs2Tl2,Pm-3m,cubic,0.0,True,0.0203666579999999,False,-1.3101015294495
1368922,CsTlBr3,Br6Cs2Tl2,R-3,trigonal,0.816,False,0.0,True,-1.3304681874495
22714,CsVBr3,Br6Cs2V2,P63/mmc,hexagonal,0.523,False,0.0025660100000015,False,-1.4401825094495
13571,InFeBr3,Br12Fe4In4,Pnma,orthorhombic,0.266,False,0.1536847575000006,False,-0.715579345949501
1377808,InPbBr3,Br6In2Pb2,Cmcm,orthorhombic,2.2,False,0.0,True,-1.0311819234495
6526,KFeBr3,Br12Fe4K4,Pnma,orthorhombic,0.546,False,0.0481057365000026,False,-1.1512178164495
7756,KMnBr3,Br12K4Mn4,Pnma,orthorhombic,1.887,False,0.0138898242500016,False,-1.38473913320812
646539,KInBr3,Br12In4K4,P-3,trigonal,2.406,False,0.0,True,-1.4047938899495
19804,KTiBr3,Br18K6Ti6,P21,monoclinic,0.0,True,0.0605105360000051,False,-1.53638581520675
1346959,KCaBr3,Br3CaK,Pm-3m,cubic,4.139,False,0.0556976095409793,False,-2.0996770714495
1347383,KCuBr3,Br12Cu4K4,P21/c,monoclinic,0.0,True,0.0210074945000025,False,-1.0603711539495
1349360,KCuBr3,Br12Cu4K4,C2221,orthorhombic,0.267,False,0.0119878650000024,False,-1.0693907834495
1428408,KAgBr3,Ag2Br6K2,Pm-3m,cubic,0.0,True,0.0133559139999999,False,-1.0528875439495
1373060,KPbBr3,Br6K2Pb2,Cmcm,orthorhombic,2.907,False,0.0008112650000013,False,-1.4769423604495
1374091,KAgBr3,Ag2Br6K2,C2/m,monoclinic,0.0,True,0.0,True,-1.0662434579495
1375226,KSnBr3,Br6K2Sn2,R3c,trigonal,1.825,False,2.68800000169378e-06,False,-1.40390258781974
1374607,KAuBr3,Au4Br12K4,P21/c,monoclinic,0.534,False,0.0,True,-1.0424413759495
24741,MgInBr3,Br12In4Mg4,Pnma,orthorhombic,2.042,False,0.0112850953333289,False,-1.35692776928284
1476164,MgTlBr3,Br6Mg2Tl2,P63/mmc,hexagonal,3.404,False,0.028882485333334,False,-1.4165732992828357
13572,MnInBr3,Br12In4Mn4,Pnma,orthorhombic,1.651,False,0.0043115290000005,False,-0.948343000708121
1376747,NaSnBr3,Br6Na2Sn2,R3c,trigonal,2.259,False,0.0,True,-1.33822124599007
6561,NbSeBr3,Br12Nb4Se4,P2/c,monoclinic,0.721,False,0.0,True,-1.0268746059495
1377259,RbAgBr3,Ag2Br6Rb2,I4/mmm,tetragonal,0.0,True,0.0005405390000015,False,-1.0870616079495
1431758,RbAgBr3,Ag2Br6Rb2,Pm-3m,cubic,0.0,True,0.0044532880000014,False,-1.0831488589495
1431768,RbAuBr3,Au2Br6Rb2,Pm-3m,cubic,0.0,True,0.0484486830000012,False,-1.0073899874495
1348721,RbCaBr3,Br12Ca4Rb4,Pnma,orthorhombic,4.688,False,0.0,True,-2.1627972369495
1385570,RbCaBr3,Br3CaRb,Pm-3m,cubic,4.23,False,0.0227137264999996,False,-2.1400835104495
1756,RbCdBr3,Br12Cd4Rb4,Pnma,orthorhombic,2.93,False,0.0030564440000013,False,-1.4434377739495
1347498,RbCdBr3,Br6Cd2Rb2,P63/mmc,hexagonal,2.812,False,0.0160138945000012,False,-1.4304803234495
1285636,RbCrBr3,Br6Cr2Rb2,C2/m,monoclinic,0.244,False,0.1356664888991483,False,-1.1850634834495
1285639,RbCrBr3,Br6Cr2Rb2,C2/m,monoclinic,0.0,True,0.1443929088991482,False,-1.1763370634495
1285635,RbCrBr3,Br6Cr2Rb2,P-1,triclinic,0.857,False,0.0615628288991483,False,-1.2591671434495
1285646,RbCrBr3,Br6Cr2Rb2,P-1,triclinic,1.105,False,0.1536442118991483,False,-1.1670857604495
1285641,RbCrBr3,Br6Cr2Rb2,P-1,triclinic,0.734,False,0.0958876248991482,False,-1.2248423474495
1285643,RbCrBr3,Br6Cr2Rb2,C2/m,monoclinic,0.0,True,0.2054247918991483,False,-1.1153051804495
1285640,RbCrBr3,Br6Cr2Rb2,P-1,triclinic,0.0,True,0.0229043848991483,False,-1.2978255874495
1285633,RbCrBr3,Br6Cr2Rb2,P-1,triclinic,0.0,True,0.3300907048991462,False,-0.990639267449502
1285637,RbCrBr3,Br6Cr2Rb2,P-1,triclinic,0.732,False,0.0445829338991483,False,-1.2761470384495
1285638,RbCrBr3,Br6Cr2Rb2,P-1,triclinic,0.246,False,0.0573382178991483,False,-1.2633917544495
1285644,RbCrBr3,Br6Cr2Rb2,P-1,triclinic,0.611,False,0.0336432598991482,False,-1.2870867124495
1285642,RbCrBr3,Br6Cr2Rb2,P-1,triclinic,0.86,False,0.1110150778991483,False,-1.2097148944495
1285647,RbCrBr3,Br6Cr2Rb2,C2/m,monoclinic,0.736,False,0.2354094858991482,False,-1.0853204864495
1285648,RbCrBr3,Br6Cr2Rb2,C2/m,monoclinic,0.0,True,0.0237363288991483,False,-1.2969936434495
1285649,RbCrBr3,Br6Cr2Rb2,P-1,triclinic,0.738,False,0.0747083098991483,False,-1.2460216624495
1285630,RbCrBr3,Br6Cr2Rb2,P1,triclinic,1.104,False,0.1047534158991483,False,-1.2159765564495
1285645,RbCrBr3,Br6Cr2Rb2,P-1,triclinic,0.369,False,0.0679159228991483,False,-1.2528140494495
1285634,RbCrBr3,Br6Cr2Rb2,P-1,triclinic,0.618,False,0.1027289438991483,False,-1.2180010284495
1285632,RbCrBr3,Br6Cr2Rb2,P-1,triclinic,0.0,True,0.1158699948991484,False,-1.2048599774495
1347408,RbCuBr3,Br12Cu4Rb4,C2221,orthorhombic,0.364,False,0.0071877134999998,False,-1.0948774299495
1372002,RbCuBr3,Br6Cu2Rb2,I4/mmm,tetragonal,0.365,False,0.0,True,-1.1020651434495
1346057,RbFeBr3,Br6Fe2Rb2,Cmcm,orthorhombic,0.0,True,0.0264462000000014,False,-1.1891421444495
11940,RbGeBr3,Br12Ge4Rb4,Pna21,orthorhombic,1.942,False,0.0,True,-1.2906685014495
1377717,RbInBr3,Br12In4Rb4,P-3,trigonal,2.538,False,0.0,True,-1.4199796154495
1377980,RbMgBr3,Br6Mg2Rb2,P63/mmc,hexagonal,4.049,False,0.0,True,-1.81723095428284
2548,RbMnBr3,Br6Mn2Rb2,P63/mmc,hexagonal,1.28,False,0.0082032780000014,False,-1.40557731020812
6187,RbMnBr3,Br18Mn6Rb6,P63cm,hexagonal,1.367,False,0.0065920793333313,False,-1.40718850887479
2952,RbNiBr3,Br6Ni2Rb2,P63/mmc,hexagonal,0.767,False,0.0017498460000027,False,-1.1225611544495
1431731,RbPdBr3,Br6Pd2Rb2,Pm-3m,cubic,0.0,True,0.0294386212500008,False,-1.1033907654495
1383319,RbSnBr3,Br3RbSn,Pm-3m,cubic,0.742,False,0.0300396710000014,False,-1.39499112181974
1378330,RbSnBr3,Br12Rb4Sn4,Pna21,orthorhombic,1.206,False,0.0,True,-1.42503070531974
1365126,RbSrBr3,Br6Rb2Sr2,Cmcm,orthorhombic,4.586,False,0.0,True,-2.2017158994495
19801,RbTiBr3,Br6Rb2Ti2,Cmcm,orthorhombic,0.0,True,0.0409709897209766,False,-1.55785963220675
22713,RbVBr3,Br6Rb2V2,P63/mmc,hexagonal,0.494,False,0.0121502078000015,False,-1.3993464294495
22716,RbVBr3,Br18Rb6V6,P63cm,hexagonal,0.615,False,0.0121505164666715,False,-1.39934612078283
1431961,ScGaBr3,Br6Ga2Sc2,Pm-3m,cubic,0.0,True,0.2105534630000041,False,-1.3703942264495
1431952,ScHgBr3,Br6Hg2Sc2,Pm-3m,cubic,0.8440000000000001,False,0.212282400006744,False,-1.36866528944276
1431672,ScInBr3,Br6In2Sc2,Pm-3m,cubic,0.0,True,0.2940070890000039,False,-1.2869406004495
1431693,ScSnBr3,Br6Sc2Sn2,Pm-3m,cubic,0.0,True,0.6017613366297621,False,-0.979186352819742
1428540,TlAgBr3,Ag2Br6Tl2,Pm-3m,cubic,0.0,True,0.0436983967499993,False,-0.684785757949502
7169,TlCdBr3,Br12Cd4Tl4,Pnma,orthorhombic,2.822,False,0.0,True,-1.0762987574495
1428523,TlCuBr3,Br6Cu2Tl2,Pm-3m,cubic,0.0,True,0.0357095041249994,False,-0.694704178449502
6709,TlFeBr3,Br12Fe4Tl4,Pnma,orthorhombic,0.352,False,0.0453458239999997,False,-0.798052044949502
6531,TlFeBr3,Br18Fe6Tl6,Cmc21,orthorhombic,0.0,True,0.0474863268333337,False,-0.795911542116168
1377690,TlPbBr3,Br6Pb2Tl2,Cmcm,orthorhombic,2.648,False,0.0,True,-1.1175406854495
1428528,TlPdBr3,Br6Pd2Tl2,Pm-3m,cubic,0.0,True,0.0462150132500004,False,-0.717564623449501
1368774,TlSnBr3,Br6Sn2Tl2,Cmcm,orthorhombic,1.896,False,0.0,True,-1.04528175581974
1278189,AgGeCl3,Ag2Cl6Ge2,R-3,trigonal,2.423,False,0.0658543511249999,False,-0.853479859871474
1278148,AgSnCl3,Ag2Cl6Sn2,R-3,trigonal,2.398,False,0.0103425510000045,False,-1.00647188424171
1278152,CaAgCl3,Ag2Ca2Cl6,R-3,trigonal,3.397,False,0.0191407980000002,False,-1.82935134687147
1371719,CaInCl3,Ca2Cl6In2,Cmcm,orthorhombic,3.526,False,0.0,True,-2.00281730337147
1278178,CaTlCl3,Ca2Cl6Tl2,R-3,trigonal,4.309,False,0.0053733210000035,False,-2.08384889237147
1278176,CdAgCl3,Ag2Cd2Cl6,R-3,trigonal,1.944,False,0.0167581730000023,False,-1.04402453387147
1376341,CdInCl3,Cd4Cl12In4,Pnma,orthorhombic,2.513,False,0.0,True,-1.21584629187147
1278187,CoAgCl3,Ag2Cl6Co2,R-3,trigonal,0.0,True,0.0570642884999996,False,-0.688996934871474
12112,CsAgCl3,Ag2Cl6Cs2,I4/mmm,tetragonal,0.0,True,0.0019918100000035,False,-1.31150292587147
1432683,CsAlCl3,Al2Cl6Cs2,Fm-3m,cubic,2.159,False,0.2045756231535616,False,-1.72688851637147
10172,CsAuCl3,AuCl3Cs,Pm-3m,cubic,0.0,True,0.0698791920000001,False,-1.20253982337147
5400,CsAuCl3,AuCl3Cs,Pm-3m,cubic,0.0,True,0.070006628,False,-1.20241238737147
6932,CsAuCl3,AuCl3Cs,P4/mmm,tetragonal,0.0,True,0.0693255620000001,False,-1.20309345337147
26391,CsAuCl3,AuCl3Cs,P4/mmm,tetragonal,0.0,True,0.069697208,False,-1.20272180737147
4900,CsAuCl3,Au2Cl6Cs2,I4/mmm,tetragonal,,False,0.0,True,-1.27241901537147
4655,CsAuCl3,Au2Cl6Cs2,Fm-3m,cubic,0.0,True,0.0685878880000001,False,-1.20383112737147
6931,CsAuCl3,Au2Cl6Cs2,Immm,orthorhombic,0.73,False,0.001019799,False,-1.27139921637147
1345234,CsBaCl3,BaCl3Cs,P4mm,tetragonal,4.736,False,0.070139785500003,False,-2.47442497737147
1385789,CsBaCl3,BaCl3Cs,Pm-3m,cubic,4.885,False,0.0705645155000027,False,-2.47400024737147
1388161,CsBaCl3,BaCl3Cs,Pm-3m,cubic,4.885,False,0.0706260515000027,False,-2.47393871137147
1344684,CsCaCl3,CaCl3Cs,Pm-3m,cubic,5.532,False,9.105500003769862e-06,False,-2.51261901937147
1345369,CsCaCl3,CaCl3Cs,P4mm,tetragonal,5.533,False,0.0014526615000041,False,-2.51117546337147
1345634,CsCaCl3,CaCl3Cs,Pm-3m,cubic,5.532,False,9.379350000404683e-05,False,-2.51253433137147
1346949,CsCaCl3,Ca2Cl6Cs2,P63/mmc,hexagonal,5.14,False,0.0436527985000037,False,-2.46897532637147
3489,CsCdCl3,Cd6Cl18Cs6,P63/mmc,hexagonal,2.719,False,0.0052964483333337,False,-1.70507920103814
1345809,CsCdCl3,CdCl3Cs,Pm-3m,cubic,1.922,False,0.0133504420000036,False,-1.69702520737147
1346740,CsCdCl3,Cd4Cl12Cs4,Pnma,orthorhombic,3.74,False,0.0115998150000036,False,-1.69877583437147
5350,CsCoCl3,Cl6Co2Cs2,P63/mmc,hexagonal,0.0,True,0.0030114505000036,False,-1.40117482037147
1383531,CsCoCl3,Cl6Co2Cs2,Cmcm,orthorhombic,0.0,True,0.0064771615000036,False,-1.39770910937147
2685,CsCrCl3,Cl6Cr2Cs2,P63mc,hexagonal,0.0,True,0.0635854103553181,False,-1.61025974337147
6689,CsCrCl3,Cl6Cr2Cs2,P63/mmc,hexagonal,0.0,True,0.0627365563553181,False,-1.61110859737147
7601,CsCrCl3,Cl6Cr2Cs2,C2/m,monoclinic,0.211,False,0.0559161303553181,False,-1.61792902337147
2057,CsCuCl3,Cl6Cs2Cu2,Cmc21,orthorhombic,0.0,True,0.0623538809999999,False,-1.30165383937147
1344518,CsCuCl3,Cl12Cs4Cu4,C2221,orthorhombic,0.518,False,0.0059501015,False,-1.35805761887147
1366336,CsCuCl3,Cl6Cs2Cu2,P1,triclinic,0.0,True,0.0,True,-1.36400772037147
1439667,CsCuCl3,Cl6Cs2Cu2,P63/mmc,hexagonal,0.0,True,0.0682810709999999,False,-1.29572664937147
1440482,CsCuCl3,Cl6Cs2Cu2,C2/m,monoclinic,0.0,True,0.055367694,False,-1.30864002637147
24450,CsFeCl3,Cl6Cs2Fe2,Cmcm,orthorhombic,0.0,True,0.005055298000004,False,-1.50764018437147
11671,CsGeCl3,Cl3CsGe,R3m,trigonal,2.205,False,0.0036582650000038,False,-1.57346584837147
4205,CsGeCl3,Cl3CsGe,R3,trigonal,2.087,False,0.0046783510000039,False,-1.57244576237147
1388030,CsGeCl3,Cl6Cs2Ge2,P21/m,monoclinic,3.924,False,0.0052767340000039,False,-1.57184737937147
1250675,CsHgCl3,Cl12Cs4Hg4,Pnma,orthorhombic,0.0,True,0.0286396938888862,False,-1.37496416936473
1285404,CsHgCl3,Cl12Cs4Hg4,Pnma,orthorhombic,0.935,False,0.0137717418888863,False,-1.38983212136473
1285403,CsHgCl3,Cl12Cs4Hg4,Pnma,orthorhombic,0.935,False,0.0136952883888863,False,-1.38990857486473
1385818,CsHgCl3,Cl3CsHg,R3m,trigonal,0.0,True,0.0292013228888863,False,-1.37440254036473
1383702,CsHgCl3,Cl3CsHg,Pm-3m,cubic,0.0,True,0.0295526028888863,False,-1.37405126036473
1428790,CsInCl3,Cl6Cs2In2,Fm-3m,cubic,1.481,False,0.0036424490000039,False,-1.68393310637147
4080,CsMgCl3,Cl6Cs2Mg2,Cmcm,orthorhombic,5.336,False,0.0022778379999999,False,-2.18540496620481
1347880,CsMgCl3,Cl9Cs3Mg3,R-3m,trigonal,5.06,False,0.011802571,False,-2.17588023320481
1384662,CsMgCl3,Cl6Cs2Mg2,P63/mmc,hexagonal,5.295,False,0.0,True,-2.18768280420481
2231,CsMnCl3,Cl9Cs3Mn3,R-3m,trigonal,1.476,False,0.0077299436666642,False,-1.71969691146343
2221,CsMnCl3,Cl9Cs3Mn3,R3m,trigonal,1.483,False,0.0080716203333341,False,-1.71935523479676
1347883,CsMnCl3,Cl6Cs2Mn2,P63/mmc,hexagonal,1.365,False,0.0013438070000042,False,-1.72608304813009
1347051,CsMnCl3,Cl18Cs6Mn6,P63/mmc,hexagonal,1.469,False,0.0199378070000042,False,-1.70748904813009
11104,CsNiCl3,Cl6Cs2Ni2,Cmcm,orthorhombic,1.084,False,0.002036466000004,False,-1.41659053837147
1363217,CsNiCl3,Cl6Cs2Ni2,P63/mmc,hexagonal,1.073,False,0.0027322920000041,False,-1.41589471237147
5671,CsPbCl3,Cl3CsPb,Pm-3m,cubic,2.277,False,0.012468980500004,False,-1.74367290737147
19119,CsPbCl3,Cl3CsPb,P4mm,tetragonal,2.169,False,0.0131254785000041,False,-1.74301640937147
1346503,CsPbCl3,Cl12Cs4Pb4,Pnma,orthorhombic,3.49,False,0.011564034000004,False,-1.74457785387147
15791,CsPdCl3,Cl12Cs4Pd4,Ibam,orthorhombic,1.447,False,0.0139888661666705,False,-1.33745755437147
2772,CsScCl3,Cl6Cs2Sc2,Cmcm,orthorhombic,0.0,True,0.0164016747519122,False,-2.19973006937147
1285954,CsScCl3,Cl6Cs2Sc2,P63/mmc,hexagonal,0.0,True,0.0174127677519124,False,-2.19871897637147
1285957,CsScCl3,Cl6Cs2Sc2,P63/mmc,hexagonal,0.0,True,1.2909972777519083,False,-0.925134466371474
1285956,CsScCl3,Cl6Cs2Sc2,P63/mmc,hexagonal,0.0,True,0.0174112647519124,False,-2.19872047937147
1285955,CsScCl3,Cl6Cs2Sc2,P63/mmc,hexagonal,0.64,False,1.2907909327519085,False,-0.925340811371474
5451,CsSnCl3,Cl3CsSn,Pm-3m,cubic,1.035,False,0.0054846630000044,False,-1.68660515274171
2877,CsSnCl3,Cl12Cs4Sn4,P21/c,monoclinic,2.855,False,0.0048781310000045,False,-1.68721168474171
1383977,CsSnCl3,Cl3CsSn,R3m,trigonal,1.155,False,0.0056460130000046,False,-1.68644380274171
1442731,CsSnCl3,Cl3CsSn,P4/mmm,tetragonal,1.008,False,0.0060099490000045,False,-1.68607986674171
1442529,CsSnCl3,Cl6Cs2Sn2,Fm-3m,cubic,1.025,False,0.0062583200000045,False,-1.68583149574171
1442615,CsSnCl3,Cl6Cs2Sn2,I4/mmm,tetragonal,1.026,False,0.0059312580000046,False,-1.68615855774171
1250672,CsSrCl3,Cl3CsSr,P4mm,tetragonal,5.261,False,0.0017403240000035,False,-2.51359134737147
1285362,CsSrCl3,Cl3CsSr,P4mm,tetragonal,5.119,False,0.0004947500000036,False,-2.51483692137147
1285365,CsSrCl3,Cl3CsSr,P4/mmm,tetragonal,1.251,False,0.9805949800000038,False,-1.53473669137147
1285363,CsSrCl3,Cl3CsSr,P4mm,tetragonal,5.272,False,0.0004862080000038,False,-2.51484546337147
1347330,CsSrCl3,Cl3CsSr,Pm-3m,cubic,5.254,False,0.0003445080000035,False,-2.51498716337147
646412,CsTiCl3,Cl6Cs2Ti2,Cmcm,orthorhombic,0.0,True,0.0135639337499999,False,-1.92461748612873
3270,CsVCl3,Cl6Cs2V2,P63/mmc,hexagonal,0.419,False,0.0019909300000036,False,-1.74069850437147
1441734,CsVCl3,Cl6Cs2V2,P63/mmc,hexagonal,0.0,True,0.0045141620000035,False,-1.73817527237147
1432533,CsYCl3,Cl6Cs2Y2,Fm-3m,cubic,0.0,True,0.1409769174905886,False,-2.14832511137147
1384178,CsZnCl3,Cl6Cs2Zn2,P63/mmc,hexagonal,4.375,False,0.052785633739171,False,-1.71760446637147
1386157,CsZnCl3,Cl6Cs2Zn2,P63/mmc,hexagonal,4.374,False,0.0533293847391709,False,-1.71706071537147
1278134,FeAgCl3,Ag2Cl6Fe2,R-3,trigonal,0.0,True,0.0543425952500001,False,-0.789550428871474
1432717,InHgCl3,Cl6Hg2In2,Pm-3m,cubic,0.0,True,0.2281662990067456,False,-0.878727920364728
5415,KMgCl3,Cl12K4Mg4,Pnma,orthorhombic,4.681,False,0.0128786999999976,False,-2.11870043670481
3154,KCuCl3,Cl12Cu4K4,P21/c,monoclinic,0.0,True,0.0274998405000039,False,-1.29075655287147
2663,KFeCl3,Cl12Fe4K4,Pnma,orthorhombic,0.55,False,0.0308994141250031,False,-1.43734490937147
6012,KCdCl3,Cd4Cl12K4,Pnma,orthorhombic,3.783,False,0.0015206176250039,False,-1.67886007087147
6216,KMnCl3,Cl12K4Mn4,Pnma,orthorhombic,1.352,False,0.0141109110000052,False,-1.66147477963009
42914,KMnCl3,Cl12K4Mn4,Pnma,orthorhombic,2.038,False,0.0007970725000052,False,-1.67478861813009
92709,KCuCl3,Cl12Cu4K4,P21/c,monoclinic,0.0,True,0.0652576915000038,False,-1.25299870187147
2781,KNiCl3,Cl18K6Ni6,P63cm,hexagonal,1.11,False,0.0002982796666637,False,-1.36505266970481
19803,KTiCl3,Cl18K6Ti6,P1,triclinic,0.0,True,0.0381227279999962,False,-1.88029322812873
1276708,KCaCl3,Ca4Cl12K4,Pnma,orthorhombic,5.724,False,0.0,True,-2.47568408137147
1276747,KNiCl3,Cl12K4Ni4,Pnma,orthorhombic,0.0,True,0.0687673175000036,False,-1.29658363187147
1276746,KZnCl3,Cl12K4Zn4,Pnma,orthorhombic,2.442,False,0.0913994575625039,False,-1.62890357837147
1278181,KCaCl3,Ca2Cl6K2,R-3,trigonal,5.732,False,0.0052761959999996,False,-2.47040788537147
1278117,KCdCl3,Cd2Cl6K2,R-3,trigonal,3.87,False,0.0098969211250039,False,-1.67048376737147
1278119,KCoCl3,Cl6Co2K2,R-3,trigonal,0.0,True,0.0815678347500035,False,-1.28352313637147
1278105,KFeCl3,Cl6Fe2K2,R-3,trigonal,1.499,False,0.0739798771250033,False,-1.39426444637147
1278115,KGeCl3,Cl6Ge2K2,R-3,trigonal,4.116,False,0.018174807,False,-1.51315413537147
1278149,KMgCl3,Cl6K2Mg2,R-3,trigonal,5.445,False,0.0189734164999979,False,-2.11260572020481
1278123,KMnCl3,Cl6K2Mn2,R-3,trigonal,2.45,False,0.0183137715000052,False,-1.65727191913009
1278157,KNiCl3,Cl6K2Ni2,R-3,trigonal,1.258,False,0.0657753170000037,False,-1.29957563237147
1278122,KSiCl3,Cl6K2Si2,R-3,trigonal,3.451,False,0.2306632197916711,False,-1.39294175937147
1278158,KSnCl3,Cl6K2Sn2,R-3,trigonal,3.443,False,0.0,True,-1.65324633274171
1278136,KTiCl3,Cl6K2Ti2,R-3,trigonal,0.0,True,0.1304139579999961,False,-1.78800199812873
1278111,KZnCl3,Cl6K2Zn2,R-3,trigonal,4.176,False,0.092201982562504,False,-1.62810105337147
1346718,KMgCl3,Cl3KMg,Pm-3m,cubic,4.622,False,0.0224777984999979,False,-2.10910133820481
1348708,KBaCl3,BaCl3K,P4mm,tetragonal,4.313,False,0.180785240000002,False,-2.35874311837147
1348545,KMgCl3,Cl6K2Mg2,P63/mmc,hexagonal,5.005,False,0.0112538604999978,False,-2.12032527620481
1349052,KCoCl3,Cl6Co2K2,Cmcm,orthorhombic,0.0,True,0.0170305307500036,False,-1.34806044037147
