entry_id,name,formula,spacegroup,crystal_structure,band_gap,is_metal,energy_above_hull,is_stable,delta_e
825590,CaSnO3,Ca2O6Sn2,R-3c,trigonal,2.594,False,0.0509926169999999,False,-2.49487329289749
826970,CaSnO3,Ca2O6Sn2,R-3c,trigonal,1.534,False,0.3224665409999998,False,-2.22339936889749
1285629,CaSnO3,Ca4O12Sn4,P21,monoclinic,2.747,False,0.0175277489999996,False,-2.52833816089749
1347750,CaSnO3,Ca4O12Sn4,C2221,orthorhombic,2.482,False,0.1531362224999997,False,-2.39272968739749
1440128,CaSnO3,Ca2O6Sn2,Cmcm,orthorhombic,2.756,False,0.0460581169999998,False,-2.49980779289749
1440327,CaSnO3,Ca2O6Sn2,I4/mcm,tetragonal,2.573,False,0.0882886319999998,False,-2.45757727789749
1441927,CaSnO3,Ca2O6Sn2,Imma,orthorhombic,2.386,False,0.0441086589999999,False,-2.50175725089749
353811,CaTaO3,CaO3Ta,Pm-3m,cubic,0.0,True,0.1480385783999995,False,-3.02940250952725
352831,CaTaO3,CaO3Ta,Pm-3m,cubic,0.0,True,2.5000338583999966,False,-0.677407229527253
680508,CaTaO3,CaO3Ta,P4mm,tetragonal,0.0,True,0.1468162723999992,False,-3.03062481552725
680509,CaTaO3,CaO3Ta,P4mm,tetragonal,0.0,True,0.7518818923999993,False,-2.42555919552725
678891,CaTaO3,Ca2O6Ta2,R-3,trigonal,0.0,True,0.1892137283999995,False,-2.98822735952725
678892,CaTaO3,Ca2O6Ta2,R-3,trigonal,0.0,True,0.1896568853999993,False,-2.98778420252725
682128,CaTaO3,Ca4O12Ta4,Pnma,orthorhombic,0.0,True,0.0800898803999996,False,-3.09735120752725
825591,CaTaO3,Ca2O6Ta2,R-3c,trigonal,0.0,True,0.0995965973999992,False,-3.07784449052725
827065,CaTaO3,Ca2O6Ta2,R-3c,trigonal,0.0,True,0.3965829813999995,False,-2.78085810652725
6126,CaTiO3,CaO3Ti,Pm-3m,cubic,1.881,False,0.0769175429999999,False,-3.2903997162845
6125,CaTiO3,CaO3Ti,Cmmm,orthorhombic,1.879,False,0.0740700269999901,False,-3.29324723228451
20639,CaTiO3,Ca2O6Ti2,I4/mcm,tetragonal,2.26,False,0.020927286,False,-3.3463899732845
350344,CaTiO3,CaO3Ti,Pm-3m,cubic,1.877,False,0.0722083449999999,False,-3.2951089142845
105096,CaTiO3,Ca2O6Ti2,I4/mcm,tetragonal,2.362,False,0.0214215609999901,False,-3.34589569828451
352602,CaTiO3,CaO3Ti,Pm-3m,cubic,0.0,True,2.291496403,False,-1.0758208562845
3534,CaTiO3,Ca4O12Ti4,Pnma,orthorhombic,2.252,False,0.0016119285,False,-3.3657053307845
679800,CaTiO3,CaO3Ti,P4mm,tetragonal,2.154,False,0.0625016409999998,False,-3.3048156182845
679801,CaTiO3,CaO3Ti,P4mm,tetragonal,0.782,False,0.8571510610000002,False,-2.5101661982845
678150,CaTiO3,Ca2O6Ti2,R-3,trigonal,3.499,False,0.0299953909999999,False,-3.3373218682845
678151,CaTiO3,Ca2O6Ti2,R-3,trigonal,3.512,False,0.0345109240000001,False,-3.3328063352845
681420,CaTiO3,Ca4O12Ti4,Pnma,orthorhombic,2.356,False,3.699999999984272e-05,False,-3.3672802592845
681421,CaTiO3,Ca4O12Ti4,Pnma,orthorhombic,2.645,False,0.1667556994999999,False,-3.2005615597845
5681,CaTiO3,Ca8O24Ti8,P21/m,monoclinic,2.137,False,0.01664991949999,False,-3.35066733978451
825594,CaTiO3,Ca2O6Ti2,R-3c,trigonal,2.255,False,0.0173512709999998,False,-3.3499659882845
827157,CaTiO3,Ca2O6Ti2,R-3c,trigonal,2.438,False,0.365744458,False,-3.0015728012845
1345267,CaTiO3,Ca4O12Ti4,Pnma,orthorhombic,2.369,False,0.0,True,-3.3673172592845
351292,CaTlO3,CaO3Tl,Pm-3m,cubic,0.0,True,0.4861904405000028,False,-1.31190481652725
354415,CaTlO3,CaO3Tl,Pm-3m,cubic,0.0,True,0.9528785624999998,False,-0.845216694527253
693960,CaTlO3,CaO3Tl,P4mm,tetragonal,0.0,True,0.3789697565000027,False,-1.41912550052725
692876,CaTlO3,Ca2O6Tl2,R-3,trigonal,0.0,True,0.1971008245000027,False,-1.60099443252725
693418,CaTlO3,Ca4O12Tl4,Pnma,orthorhombic,0.0,True,0.2021758475000028,False,-1.59591940952725
825595,CaTlO3,Ca2O6Tl2,R-3c,trigonal,0.0,True,0.2580466665000027,False,-1.54004859052725
352186,CaVO3,CaO3V,Pm-3m,cubic,0.0,True,0.0883363410000046,False,-2.81238949658417
350133,CaVO3,CaO3V,Pm-3m,cubic,0.0,True,1.9600997630000008,False,-0.940626074584174
14600,CaVO3,Ca4O12V4,Pnma,orthorhombic,0.317,False,0.0033814395000044,False,-2.89734439808417
680160,CaVO3,CaO3V,P4mm,tetragonal,0.0,True,0.0914371690000046,False,-2.80928866858417
680161,CaVO3,CaO3V,P4mm,tetragonal,0.0,True,0.8507304350000044,False,-2.04999540258417
678543,CaVO3,Ca2O6V2,R-3,trigonal,1.108,False,0.0479460669999944,False,-2.85277977058418
678544,CaVO3,Ca2O6V2,R-3,trigonal,1.123,False,0.0484255590000044,False,-2.85230027858417
681781,CaVO3,Ca4O12V4,Pnma,orthorhombic,1.207,False,0.1746932435000046,False,-2.72603259408417
681780,CaVO3,Ca4O12V4,Pnma,orthorhombic,0.435,False,0.0001243625000042,False,-2.90060147508417
825597,CaVO3,Ca2O6V2,R-3c,trigonal,0.0,True,0.0262567320000046,False,-2.87446910558417
827290,CaVO3,Ca2O6V2,R-3c,trigonal,1.649,False,0.2323742450000043,False,-2.66835159258417
354318,CaWO3,CaO3W,Pm-3m,cubic,0.0,True,0.272148329523306,False,-2.51232450952725
353840,CaWO3,CaO3W,Pm-3m,cubic,0.0,True,2.648470427523303,False,-0.136002411527253
680632,CaWO3,CaO3W,P4mm,tetragonal,0.0,True,0.2735229555233061,False,-2.51094988352725
680633,CaWO3,CaO3W,P4mm,tetragonal,0.0,True,0.9683461275233064,False,-1.81612671152725
679015,CaWO3,Ca2O6W2,R-3,trigonal,0.0,True,0.3658903615233062,False,-2.41858247752725
679016,CaWO3,Ca2O6W2,R-3,trigonal,0.0,True,0.367806058523306,False,-2.41666678052725
682252,CaWO3,Ca4O12W4,Pnma,orthorhombic,0.0,True,0.2167994345233062,False,-2.56767340452725
825598,CaWO3,Ca2O6W2,R-3c,trigonal,0.0,True,0.2318865835233063,False,-2.55258625552725
827314,CaWO3,Ca2O6W2,R-3c,trigonal,0.855,False,0.4140562025233061,False,-2.37041663652725
352538,CaYO3,CaO3Y,Pm-3m,cubic,0.0,True,0.5609797970000026,False,-2.66626570452725
350218,CaYO3,CaO3Y,Pm-3m,cubic,0.0,True,1.0819984370000024,False,-2.14524706452725
1276722,CaYO3,Ca4O12Y4,Pnma,orthorhombic,0.0,True,0.2594649710000025,False,-2.96778053052725
352693,CaZnO3,CaO3Zn,Pm-3m,cubic,0.0,True,1.473656224000002,False,-0.554159209527253
355195,CaZnO3,CaO3Zn,Pm-3m,cubic,0.0,True,0.3863168060000048,False,-1.64149862752725
681254,CaZnO3,CaO3Zn,P4mm,tetragonal,0.0,True,0.3938438700000048,False,-1.63397156352725
681255,CaZnO3,CaO3Zn,P4mm,tetragonal,0.0,True,0.8692653600000049,False,-1.15855007352725
679634,CaZnO3,Ca2O6Zn2,R-3,trigonal,0.0,True,0.4052367600000048,False,-1.62257867352725
679635,CaZnO3,Ca2O6Zn2,R-3,trigonal,0.0,True,0.4056201250000049,False,-1.62219530852725
682874,CaZnO3,Ca4O12Zn4,Pnma,orthorhombic,0.0,True,0.3245155590000048,False,-1.70329987452725
682875,CaZnO3,Ca4O12Zn4,Pnma,orthorhombic,1.966,False,0.2234646850000048,False,-1.80435074852725
825599,CaZnO3,Ca2O6Zn2,R-3c,trigonal,0.0,True,0.3337112680000049,False,-1.69410416552725
827397,CaZnO3,Ca2O6Zn2,R-3c,trigonal,0.0,True,0.558837385000005,False,-1.46897804852725
1278202,CaZnO3,Ca2O6Zn2,R-3,trigonal,0.0,True,0.4070297030000049,False,-1.62078573052725
5651,CaZrO3,CaO3Zr,Pm-3m,cubic,3.453,False,0.1979485775,False,-3.31909612552725
351598,CaZrO3,CaO3Zr,Pm-3m,cubic,3.46,False,0.1960349594999999,False,-3.32100974352725
6892,CaZrO3,Ca4O12Zr4,Pnma,orthorhombic,4.09,False,0.0015107420000002,False,-3.51553396102725
680038,CaZrO3,CaO3Zr,P4mm,tetragonal,3.608,False,0.1229737814999998,False,-3.39407092152725
680039,CaZrO3,CaO3Zr,P4mm,tetragonal,2.132,False,0.6205393095000002,False,-2.89650539352725
678421,CaZrO3,Ca2O6Zr2,R-3,trigonal,4.926,False,0.0005739505000001,False,-3.51647075252725
678422,CaZrO3,Ca2O6Zr2,R-3,trigonal,4.93,False,0.0005796655000001,False,-3.51646503752725
681658,CaZrO3,Ca4O12Zr4,Pnma,orthorhombic,4.083,False,0.0,True,-3.51704470302725
681659,CaZrO3,Ca4O12Zr4,Pnma,orthorhombic,3.105,False,0.1587915369999999,False,-3.35825316602725
825600,CaZrO3,Ca2O6Zr2,R-3c,trigonal,3.925,False,0.0334021875000001,False,-3.48364251552725
827418,CaZrO3,Ca2O6Zr2,R-3c,trigonal,3.2,False,0.4042986165000002,False,-3.11274608652725
353053,CdAgO3,AgCdO3,Pm-3m,cubic,0.0,True,0.5105535851871583,False,-0.131691691027253
355015,CdAgO3,AgCdO3,Pm-3m,cubic,0.0,True,0.8162818691871583,False,0.174036592972747
694024,CdAgO3,AgCdO3,P4mm,tetragonal,0.0,True,0.4056165951871583,False,-0.236628681027253
692940,CdAgO3,Ag2Cd2O6,R-3,trigonal,0.0,True,0.1815771681871583,False,-0.460668108027253
693482,CdAgO3,Ag4Cd4O12,Pnma,orthorhombic,0.0,True,0.1577004361871583,False,-0.484544840027253
825602,CdAgO3,Ag2Cd2O6,R-3c,trigonal,0.0,True,0.2084278341871583,False,-0.433817442027253
351825,CdAsO3,AsCdO3,Pm-3m,cubic,0.0,True,0.3979259597497444,False,-1.06234150852725
353225,CdAsO3,AsCdO3,Pm-3m,cubic,0.0,True,1.5423251557497415,False,0.0820576874727472
693742,CdAsO3,AsCdO3,P4mm,tetragonal,0.0,True,0.3060702137497444,False,-1.15419725452725
692658,CdAsO3,As2Cd2O6,R-3,trigonal,0.0,True,0.2079329167497445,False,-1.25233455152725
693200,CdAsO3,As4Cd4O12,Pnma,orthorhombic,0.0,True,0.2321689792497445,False,-1.22809848902725
825604,CdAsO3,As2Cd2O6,R-3c,trigonal,0.0,True,0.2502356827497445,False,-1.21003178552725
354706,CdAuO3,AuCdO3,Pm-3m,cubic,0.0,True,0.5553478880787909,False,-0.162754757527253
354755,CdAuO3,AuCdO3,Pm-3m,cubic,0.0,True,1.1298741660787908,False,0.411771520472747
693990,CdAuO3,AuCdO3,P4mm,tetragonal,0.0,True,0.4331217720787909,False,-0.284980873527253
692906,CdAuO3,Au2Cd2O6,R-3,trigonal,0.0,True,0.2035732020787918,False,-0.514529443527252
693448,CdAuO3,Au4Cd4O12,Pnma,orthorhombic,0.0,True,0.1692331225787908,False,-0.548869523027253
825605,CdAuO3,Au2Cd2O6,R-3c,trigonal,0.0,True,0.2160105590787908,False,-0.502092086527253
352650,CdBO3,BCdO3,Pm-3m,cubic,0.0,True,1.0446943364121235,False,-0.836477607527253
354420,CdBO3,BCdO3,Pm-3m,cubic,0.0,True,2.949699566412127,False,1.06852762247275
1276812,CdBO3,B2Cd2O6,R-3c,trigonal,0.0,True,0.1349442444121267,False,-1.74622769952725
351077,CdBiO3,BiCdO3,Pm-3m,cubic,0.0,True,0.4044083177668065,False,-0.869449622527253
353245,CdBiO3,BiCdO3,Pm-3m,cubic,0.0,True,0.6475532077668065,False,-0.626304732527253
693814,CdBiO3,BiCdO3,P4mm,tetragonal,0.0,True,0.2591571517668094,False,-1.01470078852725
692730,CdBiO3,Bi2Cd2O6,R-3,trigonal,0.0,True,0.0211975487668094,False,-1.25266039152725
693272,CdBiO3,Bi4Cd4O12,Pnma,orthorhombic,0.0,True,0.0157414142668095,False,-1.25811652602725
825607,CdBiO3,Bi2Cd2O6,R-3c,trigonal,0.0,True,0.0345708727668094,False,-1.23928706752725
6313,CdCO3,CCdO3,R-3m,trigonal,0.0,True,2.9753830830000023,False,1.37439397497275
3823,CdCO3,C2Cd2O6,R-3c,trigonal,,False,0.0033208310000025,False,-1.59766827702725
1278084,CdCO3,C2Cd2O6,R-3,trigonal,3.025,False,0.0070278070000024,False,-1.59396130102725
1440923,CdCO3,CCdO3,Cm,monoclinic,1.519,False,0.1887215990000024,False,-1.41226750902725
1440405,CdCO3,C2Cd2O6,C2221,orthorhombic,0.0,True,0.2884111950000025,False,-1.31257791302725
350840,CdCoO3,CdCoO3,Pm-3m,cubic,0.0,True,0.3298033927473861,False,-0.815368929914393
353660,CdCoO3,CdCoO3,Pm-3m,cubic,0.0,True,1.238589022747386,False,0.0934167000856071
679277,CdCoO3,Cd2Co2O6,R-3,trigonal,0.0,True,0.0979053227473891,False,-1.04726699991439
679278,CdCoO3,Cd2Co2O6,R-3,trigonal,0.0,True,0.0973007037473892,False,-1.04787161891439
682515,CdCoO3,Cd4Co4O12,Pnma,orthorhombic,0.0,True,0.1816566917473862,False,-0.963515630914393
682514,CdCoO3,Cd4Co4O12,Pnma,orthorhombic,0.0,True,0.3262562537473862,False,-0.818916068914393
825608,CdCoO3,Cd2Co2O6,R-3c,trigonal,0.0,True,0.1649172107473852,False,-0.980255111914394
825695,CdCoO3,Cd2Co2O6,R-3c,trigonal,0.0,True,0.2414738967473851,False,-0.903698425914394
354026,CdCuO3,CdCuO3,Pm-3m,cubic,0.0,True,0.3229516035542011,False,-0.516445141864652
355161,CdCuO3,CdCuO3,Pm-3m,cubic,0.0,True,1.125228183554201,False,0.285831438135348
693607,CdCuO3,CdCuO3,P4mm,tetragonal,0.0,True,0.3294685435542001,False,-0.509928201864653
692523,CdCuO3,Cd2Cu2O6,R-3,trigonal,0.0,True,0.1613550485542011,False,-0.678041696864652
693065,CdCuO3,Cd4Cu4O12,Pnma,orthorhombic,0.0,True,0.1705153820542001,False,-0.668881363364653
825610,CdCuO3,Cd2Cu2O6,R-3c,trigonal,0.0,True,0.1903164585542001,False,-0.649080286864653
351203,CdFeO3,CdFeO3,Pm-3m,cubic,0.0,True,0.2155097010787918,False,-1.1456446432101
679955,CdFeO3,CdFeO3,P4mm,tetragonal,0.0,True,0.7029631910787908,False,-0.658191153210101
678339,CdFeO3,Cd2Fe2O6,R-3,trigonal,0.0,True,0.0572417230787918,False,-1.3039126212101
678338,CdFeO3,Cd2Fe2O6,R-3,trigonal,0.0,True,0.0579243080787919,False,-1.3032300362101
681576,CdFeO3,Cd4Fe4O12,Pnma,orthorhombic,0.0,True,0.0778891625787918,False,-1.2832651817101
350140,CdFeO3,CdFeO3,Pm-3m,cubic,0.0,True,1.4060135070787902,False,0.0448591627898985
679956,CdFeO3,CdFeO3,P4mm,tetragonal,0.0,True,0.2221271510787918,False,-1.1390271932101
681575,CdFeO3,Cd4Fe4O12,Pnma,orthorhombic,0.0,True,0.2252791735787918,False,-1.1358751707101
825612,CdFeO3,Cd2Fe2O6,R-3c,trigonal,0.0,True,0.0900480910787917,False,-1.2711062532101
825928,CdFeO3,Cd2Fe2O6,R-3c,trigonal,0.0,True,0.3148745870787919,False,-1.0462797572101
1278191,CdFeO3,Cd2Fe2O6,R-3,trigonal,0.0,True,0.0595440570787917,False,-1.3016102872101
350022,CdGaO3,CdGaO3,Pm-3m,cubic,0.0,True,1.437151548578791,False,-0.129175904527253
351022,CdGaO3,CdGaO3,Pm-3m,cubic,0.0,True,0.3889418805787938,False,-1.17738557252725
680917,CdGaO3,CdGaO3,P4mm,tetragonal,0.0,True,0.3956715365787937,False,-1.17065591652725
680916,CdGaO3,CdGaO3,P4mm,tetragonal,0.0,True,0.7356350305787909,False,-0.830692422527253
679300,CdGaO3,Cd2Ga2O6,R-3,trigonal,0.0,True,0.1916593045787937,False,-1.37466814852725
679299,CdGaO3,Cd2Ga2O6,R-3,trigonal,0.0,True,0.1922792405787938,False,-1.37404821252725
682537,CdGaO3,Cd4Ga4O12,Pnma,orthorhombic,0.0,True,0.2106247840787938,False,-1.35570266902725
682536,CdGaO3,Cd4Ga4O12,Pnma,orthorhombic,0.0,True,0.2024428525787938,False,-1.36388460052725
825613,CdGaO3,Cd2Ga2O6,R-3c,trigonal,0.0,True,0.2399849735787937,False,-1.32634247952725
825958,CdGaO3,Cd2Ga2O6,R-3c,trigonal,0.0,True,0.3294839715787938,False,-1.23684348152725
5956,CdGeO3,Cd2Ge2O6,R-3,trigonal,,False,0.0221902110000031,False,-1.68086474352725
350472,CdGeO3,CdGeO3,Pm-3m,cubic,0.0,True,1.522326904,False,-0.180728050527253
353001,CdGeO3,CdGeO3,Pm-3m,cubic,0.271,False,0.298320926000003,False,-1.40473402852725
20167,CdGeO3,Cd4Ge4O12,Pnma,orthorhombic,1.336,False,0.118810019500003,False,-1.58424493502725
37777,CdGeO3,Cd4Ge4O12,C2/c,monoclinic,0.0,True,0.0049712635000029,False,-1.69808369102725
680345,CdGeO3,CdGeO3,P4mm,tetragonal,0.407,False,0.300793188000003,False,-1.40226176652725
678727,CdGeO3,Cd2Ge2O6,R-3,trigonal,1.801,False,0.0187663030000031,False,-1.68428865152725
678728,CdGeO3,Cd2Ge2O6,R-3,trigonal,1.799,False,0.018767931000003,False,-1.68428702352725
681964,CdGeO3,Cd4Ge4O12,Pnma,orthorhombic,0.642,False,0.1839921415000029,False,-1.51906281302725
681965,CdGeO3,Cd4Ge4O12,Pnma,orthorhombic,1.201,False,0.1152790525000031,False,-1.58777590202725
825614,CdGeO3,Cd2Ge2O6,R-3c,trigonal,1.322,False,0.1252923500000031,False,-1.57776260452725
826012,CdGeO3,Cd2Ge2O6,R-3c,trigonal,1.275,False,0.2111252630000031,False,-1.49192969152725
680344,CdGeO3,CdGeO3,P4mm,tetragonal,0.0,True,0.8747872280000001,False,-0.828267726527253
1276704,CdGeO3,Cd4Ge4O12,Pnma,orthorhombic,1.34,False,0.1181004255000031,False,-1.58495452902725
1344791,CdGeO3,Cd12Ge12O36,P21/c,monoclinic,1.92,False,0.009972006500003,False,-1.69308294802725
1440114,CdGeO3,Cd2Ge2O6,Cmcm,orthorhombic,1.039,False,0.136467049000003,False,-1.56658790552725
1442139,CdGeO3,Cd2Ge2O6,Pmma,orthorhombic,0.0,True,0.1170409930000031,False,-1.58601396152725
37435,CdGeO3,Cd16Ge16O48,I41/a,tetragonal,1.541,False,0.0183604612500001,False,-1.684694493277253
350243,CdHgO3,CdHgO3,Pm-3m,cubic,0.0,True,0.7228115608242491,False,0.0122249774794938
354271,CdHgO3,CdHgO3,Pm-3m,cubic,0.0,True,0.6560453188242491,False,-0.0545412645205062
1276813,CdHgO3,Cd2Hg2O6,R-3c,trigonal,0.0,True,0.3947283058242483,False,-0.315858277520507
350345,CdInO3,CdInO3,Pm-3m,cubic,0.0,True,1.0223737795787908,False,-0.419209345527253
351266,CdInO3,CdInO3,Pm-3m,cubic,0.0,True,0.5964605795787908,False,-0.845122545527253
1276728,CdInO3,Cd4In4O12,Pnma,orthorhombic,0.0,True,0.2280952300787937,False,-1.21348789502725
351934,CdIrO3,CdIrO3,Pm-3m,cubic,0.0,True,0.466899943333336,False,-0.668702613527252
355272,CdIrO3,CdIrO3,Pm-3m,cubic,0.0,True,1.916355125333335,False,0.780752568472747
693956,CdIrO3,CdIrO3,P4mm,tetragonal,0.0,True,0.3932488353333361,False,-0.742353721527252
692872,CdIrO3,Cd2Ir2O6,R-3,trigonal,0.0,True,0.112349295333338,False,-1.02325326152725
693414,CdIrO3,Cd4Ir4O12,Pnma,orthorhombic,0.0,True,0.1319988623333381,False,-1.00360369452725
825616,CdIrO3,Cd2Ir2O6,R-3c,trigonal,0.0,True,0.140584535333336,False,-0.995018021527252
352770,CdMoO3,CdMoO3,Pm-3m,cubic,0.0,True,0.2187928792500002,False,-1.61063662752725
355154,CdMoO3,CdMoO3,Pm-3m,cubic,0.0,True,2.014151661249997,False,0.184722154472747
680286,CdMoO3,CdMoO3,P4mm,tetragonal,0.0,True,0.6923031772500001,False,-1.13712632952725
678669,CdMoO3,Cd2Mo2O6,R-3,trigonal,0.0,True,0.19645465425,False,-1.63297485252725
678670,CdMoO3,Cd2Mo2O6,R-3,trigonal,0.0,True,0.19677606425,False,-1.63265344252725
681906,CdMoO3,Cd4Mo4O12,Pnma,orthorhombic,0.0,True,0.3993692607500001,False,-1.43006024602725
681907,CdMoO3,Cd4Mo4O12,Pnma,orthorhombic,0.0,True,0.1686393222500002,False,-1.66079018452725
680287,CdMoO3,CdMoO3,P4mm,tetragonal,0.0,True,1.929585235249998,False,0.100155728472748
825618,CdMoO3,Cd2Mo2O6,R-3c,trigonal,0.0,True,0.1620451472500002,False,-1.66738435952725
826378,CdMoO3,Cd2Mo2O6,R-3c,trigonal,0.0,True,0.4710745362500002,False,-1.35835497052725
354107,CdNiO3,CdNiO3,Pm-3m,cubic,0.0,True,0.4075868028333327,False,-0.625351246814789
679531,CdNiO3,Cd2Ni2O6,R-3,trigonal,0.862,False,0.1759532378333327,False,-0.856984811814789
679530,CdNiO3,Cd2Ni2O6,R-3,trigonal,1.11,False,0.1792085198333327,False,-0.853729529814789
682769,CdNiO3,Cd4Ni4O12,Pnma,orthorhombic,0.0,True,0.4223847663333328,False,-0.610553283314789
682770,CdNiO3,Cd4Ni4O12,Pnma,orthorhombic,0.0,True,0.2338157973333328,False,-0.799122252314789
353297,CdNiO3,CdNiO3,Pm-3m,cubic,0.0,True,1.5384914228333328,False,0.505553373185211
681150,CdNiO3,CdNiO3,P4mm,tetragonal,0.0,True,0.3961929768333327,False,-0.636745072814789
825620,CdNiO3,Cd2Ni2O6,R-3c,trigonal,0.0,True,0.2545114508333327,False,-0.778426598814789
826511,CdNiO3,Cd2Ni2O6,R-3c,trigonal,0.351,False,0.4644573868333327,False,-0.568480662814789
1278164,CdNiO3,Cd2Ni2O6,R-3,trigonal,1.24,False,0.1848718278333327,False,-0.848066221814789
353530,CdOsO3,CdO3Os,Pm-3m,cubic,0.0,True,0.3631180698666673,False,-0.881676939527252
355255,CdOsO3,CdO3Os,Pm-3m,cubic,0.0,True,2.0624647118666664,False,0.817669702472747
693745,CdOsO3,CdO3Os,P4mm,tetragonal,0.0,True,0.3632169038666673,False,-0.881578105527252
692661,CdOsO3,Cd2O6Os2,R-3,trigonal,0.0,True,0.1900232878666692,False,-1.05477172152725
693203,CdOsO3,Cd4O12Os4,Pnma,orthorhombic,0.0,True,0.1721707938666692,False,-1.07262421552725
825621,CdOsO3,Cd2O6Os2,R-3c,trigonal,0.0,True,0.1588155658666692,False,-1.08597944352725
1440600,CdPO3,Cd2O6P2,R-3,trigonal,1.251,False,0.2375416893788318,False,-1.86801533731924
1441985,CdPO3,Cd2O6P2,C2/m,monoclinic,1.255,False,0.2321702923788318,False,-1.87338673431924
1443581,CdPO3,Cd2O6P2,R-3,trigonal,0.0,True,0.2379404253788317,False,-1.86761660131924
352694,CdPbO3,CdO3Pb,Pm-3m,cubic,0.0,True,0.4996074129999993,False,-0.718676251527253
353451,CdPbO3,CdO3Pb,Pm-3m,cubic,0.0,True,0.6206095309999994,False,-0.597674133527253
693907,CdPbO3,CdO3Pb,P4mm,tetragonal,0.0,True,0.2810293949999993,False,-0.937254269527253
692823,CdPbO3,Cd2O6Pb2,R-3,trigonal,0.0,True,0.0002337200000024,False,-1.21804994452725
693365,CdPbO3,Cd4O12Pb4,Pnma,orthorhombic,0.0,True,0.0411249820000023,False,-1.17715868252725
825623,CdPbO3,Cd2O6Pb2,R-3c,trigonal,0.214,False,0.0665460300000022,False,-1.15173763452725
1276684,CdPbO3,Cd4O12Pb4,Pnma,orthorhombic,0.0,True,0.0432719655000024,False,-1.17501169902725
351734,CdPdO3,CdO3Pd,Pm-3m,cubic,0.0,True,0.4935291514999994,False,-0.431332299527253
352077,CdPdO3,CdO3Pd,Pm-3m,cubic,0.0,True,1.3152231714999991,False,0.390361720472747
693791,CdPdO3,CdO3Pd,P4mm,tetragonal,0.0,True,0.3750324394999993,False,-0.549829011527253
692707,CdPdO3,Cd2O6Pd2,R-3,trigonal,1.07,False,0.0337140614999993,False,-0.891147389527253
693249,CdPdO3,Cd4O12Pd4,Pnma,orthorhombic,0.0,True,0.0978371064999993,False,-0.827024344527253
825624,CdPdO3,Cd2O6Pd2,R-3c,trigonal,0.327,False,0.1417383664999993,False,-0.783123084527253
350639,CdPtO3,CdO3Pt,Pm-3m,cubic,0.0,True,1.6088981989999998,False,0.583933280472747
350887,CdPtO3,CdO3Pt,Pm-3m,cubic,0.0,True,0.571528909,False,-0.453436009527253
694068,CdPtO3,CdO3Pt,P4mm,tetragonal,0.0,True,0.4430552669999998,False,-0.581909651527253
692984,CdPtO3,Cd2O6Pt2,R-3,trigonal,1.397,False,0.0596828419999999,False,-0.965282076527253
693526,CdPtO3,Cd4O12Pt4,Pnma,orthorhombic,0.702,False,0.1221770104999999,False,-0.902787908027253
825625,CdPtO3,Cd2O6Pt2,R-3c,trigonal,0.688,False,0.1642687129999999,False,-0.860696205527253
352177,CdReO3,CdO3Re,Pm-3m,cubic,0.0,True,0.2644544690000028,False,-1.25932225252725
353204,CdReO3,CdO3Re,Pm-3m,cubic,0.0,True,2.224778861,False,0.701002139472747
680155,CdReO3,CdO3Re,P4mm,tetragonal,0.0,True,0.2675157450000027,False,-1.25626097652725
680154,CdReO3,CdO3Re,P4mm,tetragonal,0.0,True,1.0009256349999998,False,-0.522851086527253
678537,CdReO3,Cd2O6Re2,R-3,trigonal,0.0,True,0.2223613620000029,False,-1.30141535952725
678538,CdReO3,Cd2O6Re2,R-3,trigonal,0.0,True,0.2208640980000029,False,-1.30291262352725
681775,CdReO3,Cd4O12Re4,Pnma,orthorhombic,0.0,True,0.1990637830000028,False,-1.32471293852725
681774,CdReO3,Cd4O12Re4,Pnma,orthorhombic,0.0,True,0.4973716380000028,False,-1.02640508352725
825627,CdReO3,Cd2O6Re2,R-3c,trigonal,0.0,True,0.1809419160000027,False,-1.34283480552725
826848,CdReO3,Cd2O6Re2,R-3c,trigonal,0.0,True,0.4200221390000029,False,-1.10375458252725
354963,CdRhO3,CdO3Rh,Pm-3m,cubic,0.0,True,0.428923510333331,False,-0.691242097527253
355106,CdRhO3,CdO3Rh,Pm-3m,cubic,0.0,True,1.538735500333331,False,0.418569892472747
693894,CdRhO3,CdO3Rh,P4mm,tetragonal,0.0,True,0.3670557963333309,False,-0.753109811527253
692810,CdRhO3,Cd2O6Rh2,R-3,trigonal,0.0,True,0.0582926053333339,False,-1.06187300252725
693352,CdRhO3,Cd4O12Rh4,Pnma,orthorhombic,0.0,True,0.0993288213333338,False,-1.02083678652725
825628,CdRhO3,Cd2O6Rh2,R-3c,trigonal,0.0,True,0.1120655243333339,False,-1.00810008352725
1276706,CdRhO3,Cd4O12Rh4,Pnma,orthorhombic,0.0,True,0.099730589333334,False,-1.02043501852725
1276733,CdRhO3,Cd4O12Rh4,Pnma,orthorhombic,0.0,True,0.1009320948333338,False,-1.01923351302725
351465,CdRuO3,CdO3Ru,Pm-3m,cubic,0.0,True,1.677989956333335,False,0.421146974472747
352128,CdRuO3,CdO3Ru,Pm-3m,cubic,0.0,True,0.3373513083333349,False,-0.919491673527253
693649,CdRuO3,CdO3Ru,P4mm,tetragonal,0.0,True,0.326420396333335,False,-0.930422585527253
692565,CdRuO3,Cd2O6Ru2,R-3,trigonal,0.0,True,0.1001771493333378,False,-1.15666583252725
